cohort,instance,workflow_family,task_scale,cluster,scenario,deadline_factor,mode,variant,cost,algorithm_time_ms,valid,process_wall_seconds
primary,setting3_methylseq200_72_117_12_1_3,methylseq,methylseq200,small,3,3.0,with_ls,slackW-LS,40587,11.0,True,0.402556
primary,setting3_methylseq200_72_117_12_1_3,methylseq,methylseq200,small,3,3.0,with_ls,slackWR-LS,28945,23.0,True,0.402556
primary,setting3_methylseq200_72_117_12_1_3,methylseq,methylseq200,small,3,3.0,without_ls,press,15416,7.0,True,0.358432
primary,setting3_methylseq200_72_117_12_1_3,methylseq,methylseq200,small,3,3.0,without_ls,pressR,5605,13.0,True,0.358432
primary,setting3_methylseq200_72_117_12_1_3,methylseq,methylseq200,small,3,3.0,without_ls,pressW,15720,7.0,True,0.358432
primary,setting3_methylseq200_72_117_12_1_3,methylseq,methylseq200,small,3,3.0,without_ls,pressWR,10275,12.0,True,0.358432
primary,setting3_methylseq200_72_117_12_1_3,methylseq,methylseq200,small,3,3.0,without_ls,slack,35281,8.0,True,0.358432
primary,setting3_methylseq200_72_117_12_1_3,methylseq,methylseq200,small,3,3.0,without_ls,slackR,22186,13.0,True,0.358432
primary,setting3_methylseq200_72_117_12_1_3,methylseq,methylseq200,small,3,3.0,without_ls,slackW,42759,7.0,True,0.358432
primary,setting3_methylseq200_72_117_12_1_3,methylseq,methylseq200,small,3,3.0,without_ls,slackWR,30373,12.0,True,0.358432
primary,setting3_methylseq200_72_39_4_1_3,methylseq,methylseq200,small,3,1.0,baseline,baseline,31558,1.0,True,0.038773
primary,setting3_methylseq200_72_39_4_1_3,methylseq,methylseq200,small,3,1.0,with_ls,press-LS,34295,9.0,True,0.352678
primary,setting3_methylseq200_72_39_4_1_3,methylseq,methylseq200,small,3,1.0,with_ls,pressR-LS,33592,11.0,True,0.352678
primary,setting3_methylseq200_72_39_4_1_3,methylseq,methylseq200,small,3,1.0,with_ls,pressW-LS,33067,8.0,True,0.352678
primary,setting3_methylseq200_72_39_4_1_3,methylseq,methylseq200,small,3,1.0,with_ls,pressWR-LS,32856,11.0,True,0.352678
primary,setting3_methylseq200_72_39_4_1_3,methylseq,methylseq200,small,3,1.0,with_ls,slack-LS,34026,9.0,True,0.352678
primary,setting3_methylseq200_72_39_4_1_3,methylseq,methylseq200,small,3,1.0,with_ls,slackR-LS,33903,10.0,True,0.352678
primary,setting3_methylseq200_72_39_4_1_3,methylseq,methylseq200,small,3,1.0,with_ls,slackW-LS,32494,8.0,True,0.352678
primary,setting3_methylseq200_72_39_4_1_3,methylseq,methylseq200,small,3,1.0,with_ls,slackWR-LS,34270,9.0,True,0.352678
primary,setting3_methylseq200_72_39_4_1_3,methylseq,methylseq200,small,3,1.0,without_ls,press,36869,7.0,True,0.335558
primary,setting3_methylseq200_72_39_4_1_3,methylseq,methylseq200,small,3,1.0,without_ls,pressR,37463,8.0,True,0.335558
primary,setting3_methylseq200_72_39_4_1_3,methylseq,methylseq200,small,3,1.0,without_ls,pressW,37109,6.0,True,0.335558
primary,setting3_methylseq200_72_39_4_1_3,methylseq,methylseq200,small,3,1.0,without_ls,pressWR,35808,8.0,True,0.335558
primary,setting3_methylseq200_72_39_4_1_3,methylseq,methylseq200,small,3,1.0,without_ls,slack,37279,7.0,True,0.335558
primary,setting3_methylseq200_72_39_4_1_3,methylseq,methylseq200,small,3,1.0,without_ls,slackR,36154,9.0,True,0.335558
primary,setting3_methylseq200_72_39_4_1_3,methylseq,methylseq200,small,3,1.0,without_ls,slackW,34840,6.0,True,0.335558
primary,setting3_methylseq200_72_39_4_1_3,methylseq,methylseq200,small,3,1.0,without_ls,slackWR,35770,8.0,True,0.335558
primary,setting3_methylseq200_72_59_6_1_3,methylseq,methylseq200,small,3,1.5,baseline,baseline,47331,1.0,True,0.038723
primary,setting3_methylseq200_72_59_6_1_3,methylseq,methylseq200,small,3,1.5,with_ls,press-LS,20742,11.0,True,0.375072
primary,setting3_methylseq200_72_59_6_1_3,methylseq,methylseq200,small,3,1.5,with_ls,pressR-LS,17386,16.0,True,0.375072
primary,setting3_methylseq200_72_59_6_1_3,methylseq,methylseq200,small,3,1.5,with_ls,pressW-LS,21642,10.0,True,0.375072
primary,setting3_methylseq200_72_59_6_1_3,methylseq,methylseq200,small,3,1.5,with_ls,pressWR-LS,17471,13.0,True,0.375072
primary,setting3_methylseq200_72_59_6_1_3,methylseq,methylseq200,small,3,1.5,with_ls,slack-LS,32441,11.0,True,0.375072
primary,setting3_methylseq200_72_59_6_1_3,methylseq,methylseq200,small,3,1.5,with_ls,slackR-LS,24471,13.0,True,0.375072
primary,setting3_methylseq200_72_59_6_1_3,methylseq,methylseq200,small,3,1.5,with_ls,slackW-LS,33016,9.0,True,0.375072
primary,setting3_methylseq200_72_59_6_1_3,methylseq,methylseq200,small,3,1.5,with_ls,slackWR-LS,23503,13.0,True,0.375072
primary,setting3_methylseq200_72_59_6_1_3,methylseq,methylseq200,small,3,1.5,without_ls,press,29768,8.0,True,0.345407
primary,setting3_methylseq200_72_59_6_1_3,methylseq,methylseq200,small,3,1.5,without_ls,pressR,23154,10.0,True,0.345407
primary,setting3_methylseq200_72_59_6_1_3,methylseq,methylseq200,small,3,1.5,without_ls,pressW,30072,7.0,True,0.345407
primary,setting3_methylseq200_72_59_6_1_3,methylseq,methylseq200,small,3,1.5,without_ls,pressWR,20961,10.0,True,0.345407
primary,setting3_methylseq200_72_59_6_1_3,methylseq,methylseq200,small,3,1.5,without_ls,slack,39211,7.0,True,0.345407
primary,setting3_methylseq200_72_59_6_1_3,methylseq,methylseq200,small,3,1.5,without_ls,slackR,30159,10.0,True,0.345407
primary,setting3_methylseq200_72_59_6_1_3,methylseq,methylseq200,small,3,1.5,without_ls,slackW,39569,6.0,True,0.345407
primary,setting3_methylseq200_72_59_6_1_3,methylseq,methylseq200,small,3,1.5,without_ls,slackWR,28008,10.0,True,0.345407
primary,setting3_methylseq200_72_78_8_1_3,methylseq,methylseq200,small,3,2.0,baseline,baseline,47447,1.0,True,0.038711
primary,setting3_methylseq200_72_78_8_1_3,methylseq,methylseq200,small,3,2.0,with_ls,press-LS,45860,13.0,True,0.384662
primary,setting3_methylseq200_72_78_8_1_3,methylseq,methylseq200,small,3,2.0,with_ls,pressR-LS,46109,15.0,True,0.384662
primary,setting3_methylseq200_72_78_8_1_3,methylseq,methylseq200,small,3,2.0,with_ls,pressW-LS,47145,12.0,True,0.384662
primary,setting3_methylseq200_72_78_8_1_3,methylseq,methylseq200,small,3,2.0,with_ls,pressWR-LS,46531,14.0,True,0.384662
primary,setting3_methylseq200_72_78_8_1_3,methylseq,methylseq200,small,3,2.0,with_ls,slack-LS,47700,13.0,True,0.384662
primary,setting3_methylseq200_72_78_8_1_3,methylseq,methylseq200,small,3,2.0,with_ls,slackR-LS,47877,14.0,True,0.384662
primary,setting3_methylseq200_72_78_8_1_3,methylseq,methylseq200,small,3,2.0,with_ls,slackW-LS,48789,11.0,True,0.384662
primary,setting3_methylseq200_72_78_8_1_3,methylseq,methylseq200,small,3,2.0,with_ls,slackWR-LS,47932,13.0,True,0.384662
primary,setting3_methylseq200_72_78_8_1_3,methylseq,methylseq200,small,3,2.0,without_ls,press,53607,8.0,True,0.352999
primary,setting3_methylseq200_72_78_8_1_3,methylseq,methylseq200,small,3,2.0,without_ls,pressR,52986,11.0,True,0.352999
primary,setting3_methylseq200_72_78_8_1_3,methylseq,methylseq200,small,3,2.0,without_ls,pressW,56276,7.0,True,0.352999
primary,setting3_methylseq200_72_78_8_1_3,methylseq,methylseq200,small,3,2.0,without_ls,pressWR,52359,10.0,True,0.352999
primary,setting3_methylseq200_72_78_8_1_3,methylseq,methylseq200,small,3,2.0,without_ls,slack,56508,8.0,True,0.352999
primary,setting3_methylseq200_72_78_8_1_3,methylseq,methylseq200,small,3,2.0,without_ls,slackR,55901,11.0,True,0.352999
primary,setting3_methylseq200_72_78_8_1_3,methylseq,methylseq200,small,3,2.0,without_ls,slackW,57805,7.0,True,0.352999
primary,setting3_methylseq200_72_78_8_1_3,methylseq,methylseq200,small,3,2.0,without_ls,slackWR,53802,10.0,True,0.352999
primary,setting4_atacseq1000_144_117_12_1_4,atacseq,atacseq1000,large,4,1.5,baseline,baseline,177480,7.0,True,0.181348
primary,setting4_atacseq1000_144_117_12_1_4,atacseq,atacseq1000,large,4,1.5,with_ls,press-LS,31757,297.0,True,3.749588
primary,setting4_atacseq1000_144_117_12_1_4,atacseq,atacseq1000,large,4,1.5,with_ls,pressR-LS,42457,312.0,True,3.749588
primary,setting4_atacseq1000_144_117_12_1_4,atacseq,atacseq1000,large,4,1.5,with_ls,pressW-LS,65437,283.0,True,3.749588
primary,setting4_atacseq1000_144_117_12_1_4,atacseq,atacseq1000,large,4,1.5,with_ls,pressWR-LS,74538,310.0,True,3.749588
primary,setting4_atacseq1000_144_117_12_1_4,atacseq,atacseq1000,large,4,1.5,with_ls,slack-LS,77820,283.0,True,3.749588
primary,setting4_atacseq1000_144_117_12_1_4,atacseq,atacseq1000,large,4,1.5,with_ls,slackR-LS,79956,311.0,True,3.749588
primary,setting4_atacseq1000_144_117_12_1_4,atacseq,atacseq1000,large,4,1.5,with_ls,slackW-LS,74222,282.0,True,3.749588
primary,setting4_atacseq1000_144_117_12_1_4,atacseq,atacseq1000,large,4,1.5,with_ls,slackWR-LS,94371,314.0,True,3.749588
primary,setting4_atacseq1000_144_117_12_1_4,atacseq,atacseq1000,large,4,1.5,without_ls,press,32631,259.0,True,3.493823
primary,setting4_atacseq1000_144_117_12_1_4,atacseq,atacseq1000,large,4,1.5,without_ls,pressR,45739,283.0,True,3.493823
primary,setting4_atacseq1000_144_117_12_1_4,atacseq,atacseq1000,large,4,1.5,without_ls,pressW,67601,246.0,True,3.493823
primary,setting4_atacseq1000_144_117_12_1_4,atacseq,atacseq1000,large,4,1.5,without_ls,pressWR,80307,272.0,True,3.493823
primary,setting4_atacseq1000_144_117_12_1_4,atacseq,atacseq1000,large,4,1.5,without_ls,slack,83102,257.0,True,3.493823
primary,setting4_atacseq1000_144_117_12_1_4,atacseq,atacseq1000,large,4,1.5,without_ls,slackR,85028,282.0,True,3.493823
primary,setting4_atacseq1000_144_117_12_1_4,atacseq,atacseq1000,large,4,1.5,without_ls,slackW,79196,245.0,True,3.493823
primary,setting4_atacseq1000_144_117_12_1_4,atacseq,atacseq1000,large,4,1.5,without_ls,slackWR,100673,271.0,True,3.493823
primary,setting4_atacseq1000_144_156_16_1_4,atacseq,atacseq1000,large,4,2.0,baseline,baseline,204831,7.0,True,0.181572
primary,setting4_atacseq1000_144_156_16_1_4,atacseq,atacseq1000,large,4,2.0,with_ls,press-LS,0,283.0,True,3.902736
primary,setting4_atacseq1000_144_156_16_1_4,atacseq,atacseq1000,large,4,2.0,with_ls,pressR-LS,0,324.0,True,3.902736
primary,setting4_atacseq1000_144_156_16_1_4,atacseq,atacseq1000,large,4,2.0,with_ls,pressW-LS,5767,283.0,True,3.902736
primary,setting4_atacseq1000_144_156_16_1_4,atacseq,atacseq1000,large,4,2.0,with_ls,pressWR-LS,6164,330.0,True,3.902736
primary,setting4_atacseq1000_144_156_16_1_4,atacseq,atacseq1000,large,4,2.0,with_ls,slack-LS,6109,328.0,True,3.902736
primary,setting4_atacseq1000_144_156_16_1_4,atacseq,atacseq1000,large,4,2.0,with_ls,slackR-LS,1944,341.0,True,3.902736
primary,setting4_atacseq1000_144_156_16_1_4,atacseq,atacseq1000,large,4,2.0,with_ls,slackW-LS,11298,305.0,True,3.902736
primary,setting4_atacseq1000_144_156_16_1_4,atacseq,atacseq1000,large,4,2.0,with_ls,slackWR-LS,10274,368.0,True,3.902736
primary,setting4_atacseq1000_144_156_16_1_4,atacseq,atacseq1000,large,4,2.0,without_ls,press,0,271.0,True,3.658398
primary,setting4_atacseq1000_144_156_16_1_4,atacseq,atacseq1000,large,4,2.0,without_ls,pressR,0,311.0,True,3.658398
primary,setting4_atacseq1000_144_156_16_1_4,atacseq,atacseq1000,large,4,2.0,without_ls,pressW,6069,263.0,True,3.658398
primary,setting4_atacseq1000_144_156_16_1_4,atacseq,atacseq1000,large,4,2.0,without_ls,pressWR,6668,297.0,True,3.658398
primary,setting4_atacseq1000_144_156_16_1_4,atacseq,atacseq1000,large,4,2.0,without_ls,slack,9705,271.0,True,3.658398
primary,setting4_atacseq1000_144_156_16_1_4,atacseq,atacseq1000,large,4,2.0,without_ls,slackR,4075,311.0,True,3.658398
primary,setting4_atacseq1000_144_156_16_1_4,atacseq,atacseq1000,large,4,2.0,without_ls,slackW,13923,259.0,True,3.658398
primary,setting4_atacseq1000_144_156_16_1_4,atacseq,atacseq1000,large,4,2.0,without_ls,slackWR,11763,298.0,True,3.658398
primary,setting4_atacseq1000_144_234_24_1_4,atacseq,atacseq1000,large,4,3.0,baseline,baseline,205614,7.0,True,0.184317
primary,setting4_atacseq1000_144_234_24_1_4,atacseq,atacseq1000,large,4,3.0,with_ls,press-LS,0,273.0,True,3.907686
primary,setting4_atacseq1000_144_234_24_1_4,atacseq,atacseq1000,large,4,3.0,with_ls,pressR-LS,0,347.0,True,3.907686
primary,setting4_atacseq1000_144_234_24_1_4,atacseq,atacseq1000,large,4,3.0,with_ls,pressW-LS,0,267.0,True,3.907686
primary,setting4_atacseq1000_144_234_24_1_4,atacseq,atacseq1000,large,4,3.0,with_ls,pressWR-LS,4781,345.0,True,3.907686
primary,setting4_atacseq1000_144_234_24_1_4,atacseq,atacseq1000,large,4,3.0,with_ls,slack-LS,530,289.0,True,3.907686
primary,setting4_atacseq1000_144_234_24_1_4,atacseq,atacseq1000,large,4,3.0,with_ls,slackR-LS,300,354.0,True,3.907686
primary,setting4_atacseq1000_144_234_24_1_4,atacseq,atacseq1000,large,4,3.0,with_ls,slackW-LS,29872,310.0,True,3.907686
primary,setting4_atacseq1000_144_234_24_1_4,atacseq,atacseq1000,large,4,3.0,with_ls,slackWR-LS,29543,360.0,True,3.907686
primary,setting4_atacseq1000_144_234_24_1_4,atacseq,atacseq1000,large,4,3.0,without_ls,press,0,269.0,True,3.778211
primary,setting4_atacseq1000_144_234_24_1_4,atacseq,atacseq1000,large,4,3.0,without_ls,pressR,0,340.0,True,3.778211
primary,setting4_atacseq1000_144_234_24_1_4,atacseq,atacseq1000,large,4,3.0,without_ls,pressW,0,260.0,True,3.778211
primary,setting4_atacseq1000_144_234_24_1_4,atacseq,atacseq1000,large,4,3.0,without_ls,pressWR,5332,327.0,True,3.778211
primary,setting4_atacseq1000_144_234_24_1_4,atacseq,atacseq1000,large,4,3.0,without_ls,slack,2366,272.0,True,3.778211
primary,setting4_atacseq1000_144_234_24_1_4,atacseq,atacseq1000,large,4,3.0,without_ls,slackR,1112,336.0,True,3.778211
primary,setting4_atacseq1000_144_234_24_1_4,atacseq,atacseq1000,large,4,3.0,without_ls,slackW,34173,272.0,True,3.778211
primary,setting4_atacseq1000_144_234_24_1_4,atacseq,atacseq1000,large,4,3.0,without_ls,slackWR,30527,326.0,True,3.778211
primary,setting4_atacseq1000_144_78_8_1_4,atacseq,atacseq1000,large,4,1.0,baseline,baseline,75602,7.0,True,0.182821
primary,setting4_atacseq1000_144_78_8_1_4,atacseq,atacseq1000,large,4,1.0,with_ls,press-LS,68512,283.0,True,3.645409
primary,setting4_atacseq1000_144_78_8_1_4,atacseq,atacseq1000,large,4,1.0,with_ls,pressR-LS,65609,300.0,True,3.645409
primary,setting4_atacseq1000_144_78_8_1_4,atacseq,atacseq1000,large,4,1.0,with_ls,pressW-LS,64532,271.0,True,3.645409
primary,setting4_atacseq1000_144_78_8_1_4,atacseq,atacseq1000,large,4,1.0,with_ls,pressWR-LS,63072,288.0,True,3.645409
primary,setting4_atacseq1000_144_78_8_1_4,atacseq,atacseq1000,large,4,1.0,with_ls,slack-LS,65396,282.0,True,3.645409
primary,setting4_atacseq1000_144_78_8_1_4,atacseq,atacseq1000,large,4,1.0,with_ls,slackR-LS,64028,313.0,True,3.645409
primary,setting4_atacseq1000_144_78_8_1_4,atacseq,atacseq1000,large,4,1.0,with_ls,slackW-LS,62161,273.0,True,3.645409
primary,setting4_atacseq1000_144_78_8_1_4,atacseq,atacseq1000,large,4,1.0,with_ls,slackWR-LS,61676,286.0,True,3.645409
primary,setting4_atacseq1000_144_78_8_1_4,atacseq,atacseq1000,large,4,1.0,without_ls,press,75375,254.0,True,3.416197
primary,setting4_atacseq1000_144_78_8_1_4,atacseq,atacseq1000,large,4,1.0,without_ls,pressR,71737,271.0,True,3.416197
primary,setting4_atacseq1000_144_78_8_1_4,atacseq,atacseq1000,large,4,1.0,without_ls,pressW,71935,244.0,True,3.416197
primary,setting4_atacseq1000_144_78_8_1_4,atacseq,atacseq1000,large,4,1.0,without_ls,pressWR,67751,260.0,True,3.416197
primary,setting4_atacseq1000_144_78_8_1_4,atacseq,atacseq1000,large,4,1.0,without_ls,slack,70357,253.0,True,3.416197
primary,setting4_atacseq1000_144_78_8_1_4,atacseq,atacseq1000,large,4,1.0,without_ls,slackR,67726,271.0,True,3.416197
primary,setting4_atacseq1000_144_78_8_1_4,atacseq,atacseq1000,large,4,1.0,without_ls,slackW,71536,246.0,True,3.416197
primary,setting4_atacseq1000_144_78_8_1_4,atacseq,atacseq1000,large,4,1.0,without_ls,slackWR,64283,264.0,True,3.416197
primary,setting4_atacseq1000_72_143_15_1_4,atacseq,atacseq1000,small,4,1.0,baseline,baseline,152823,5.0,True,0.173328
primary,setting4_atacseq1000_72_143_15_1_4,atacseq,atacseq1000,small,4,1.0,with_ls,press-LS,104195,339.0,True,4.111524
primary,setting4_atacseq1000_72_143_15_1_4,atacseq,atacseq1000,small,4,1.0,with_ls,pressR-LS,106938,359.0,True,4.111524
primary,setting4_atacseq1000_72_143_15_1_4,atacseq,atacseq1000,small,4,1.0,with_ls,pressW-LS,105817,350.0,True,4.111524
primary,setting4_atacseq1000_72_143_15_1_4,atacseq,atacseq1000,small,4,1.0,with_ls,pressWR-LS,106526,354.0,True,4.111524
primary,setting4_atacseq1000_72_143_15_1_4,atacseq,atacseq1000,small,4,1.0,with_ls,slack-LS,110777,336.0,True,4.111524
primary,setting4_atacseq1000_72_143_15_1_4,atacseq,atacseq1000,small,4,1.0,with_ls,slackR-LS,113622,359.0,True,4.111524
primary,setting4_atacseq1000_72_143_15_1_4,atacseq,atacseq1000,small,4,1.0,with_ls,slackW-LS,112433,346.0,True,4.111524
primary,setting4_atacseq1000_72_143_15_1_4,atacseq,atacseq1000,small,4,1.0,with_ls,slackWR-LS,110288,354.0,True,4.111524
primary,setting4_atacseq1000_72_143_15_1_4,atacseq,atacseq1000,small,4,1.0,without_ls,press,112083,291.0,True,3.737328
primary,setting4_atacseq1000_72_143_15_1_4,atacseq,atacseq1000,small,4,1.0,without_ls,pressR,111901,325.0,True,3.737328
primary,setting4_atacseq1000_72_143_15_1_4,atacseq,atacseq1000,small,4,1.0,without_ls,pressW,114205,281.0,True,3.737328
primary,setting4_atacseq1000_72_143_15_1_4,atacseq,atacseq1000,small,4,1.0,without_ls,pressWR,111575,315.0,True,3.737328
primary,setting4_atacseq1000_72_143_15_1_4,atacseq,atacseq1000,small,4,1.0,without_ls,slack,115961,289.0,True,3.737328
primary,setting4_atacseq1000_72_143_15_1_4,atacseq,atacseq1000,small,4,1.0,without_ls,slackR,118148,320.0,True,3.737328
primary,setting4_atacseq1000_72_143_15_1_4,atacseq,atacseq1000,small,4,1.0,without_ls,slackW,119661,278.0,True,3.737328
primary,setting4_atacseq1000_72_143_15_1_4,atacseq,atacseq1000,small,4,1.0,without_ls,slackWR,114889,313.0,True,3.737328
primary,setting4_atacseq1000_72_215_22_1_4,atacseq,atacseq1000,small,4,1.5,baseline,baseline,210643,5.0,True,0.176692
primary,setting4_atacseq1000_72_215_22_1_4,atacseq,atacseq1000,small,4,1.5,with_ls,press-LS,85454,388.0,True,4.457605
primary,setting4_atacseq1000_72_215_22_1_4,atacseq,atacseq1000,small,4,1.5,with_ls,pressR-LS,93862,453.0,True,4.457605
primary,setting4_atacseq1000_72_215_22_1_4,atacseq,atacseq1000,small,4,1.5,with_ls,pressW-LS,87723,361.0,True,4.457605
primary,setting4_atacseq1000_72_215_22_1_4,atacseq,atacseq1000,small,4,1.5,with_ls,pressWR-LS,93999,431.0,True,4.457605
primary,setting4_atacseq1000_72_215_22_1_4,atacseq,atacseq1000,small,4,1.5,with_ls,slack-LS,99148,340.0,True,4.457605
primary,setting4_atacseq1000_72_215_22_1_4,atacseq,atacseq1000,small,4,1.5,with_ls,slackR-LS,114186,387.0,True,4.457605
primary,setting4_atacseq1000_72_215_22_1_4,atacseq,atacseq1000,small,4,1.5,with_ls,slackW-LS,62988,357.0,True,4.457605
primary,setting4_atacseq1000_72_215_22_1_4,atacseq,atacseq1000,small,4,1.5,with_ls,slackWR-LS,66811,425.0,True,4.457605
primary,setting4_atacseq1000_72_215_22_1_4,atacseq,atacseq1000,small,4,1.5,without_ls,press,89601,317.0,True,3.996346
primary,setting4_atacseq1000_72_215_22_1_4,atacseq,atacseq1000,small,4,1.5,without_ls,pressR,99224,364.0,True,3.996346
primary,setting4_atacseq1000_72_215_22_1_4,atacseq,atacseq1000,small,4,1.5,without_ls,pressW,94701,303.0,True,3.996346
primary,setting4_atacseq1000_72_215_22_1_4,atacseq,atacseq1000,small,4,1.5,without_ls,pressWR,99493,355.0,True,3.996346
primary,setting4_atacseq1000_72_215_22_1_4,atacseq,atacseq1000,small,4,1.5,without_ls,slack,105933,307.0,True,3.996346
primary,setting4_atacseq1000_72_215_22_1_4,atacseq,atacseq1000,small,4,1.5,without_ls,slackR,117707,359.0,True,3.996346
primary,setting4_atacseq1000_72_215_22_1_4,atacseq,atacseq1000,small,4,1.5,without_ls,slackW,71196,300.0,True,3.996346
primary,setting4_atacseq1000_72_215_22_1_4,atacseq,atacseq1000,small,4,1.5,without_ls,slackWR,72468,350.0,True,3.996346
primary,setting4_atacseq1000_72_286_29_1_4,atacseq,atacseq1000,small,4,2.0,baseline,baseline,232584,5.0,True,0.176477
primary,setting4_atacseq1000_72_286_29_1_4,atacseq,atacseq1000,small,4,2.0,with_ls,press-LS,4058,356.0,True,4.436986
primary,setting4_atacseq1000_72_286_29_1_4,atacseq,atacseq1000,small,4,2.0,with_ls,pressR-LS,7721,443.0,True,4.436986
primary,setting4_atacseq1000_72_286_29_1_4,atacseq,atacseq1000,small,4,2.0,with_ls,pressW-LS,75187,381.0,True,4.436986
primary,setting4_atacseq1000_72_286_29_1_4,atacseq,atacseq1000,small,4,2.0,with_ls,pressWR-LS,83981,411.0,True,4.436986
primary,setting4_atacseq1000_72_286_29_1_4,atacseq,atacseq1000,small,4,2.0,with_ls,slack-LS,103696,368.0,True,4.436986
primary,setting4_atacseq1000_72_286_29_1_4,atacseq,atacseq1000,small,4,2.0,with_ls,slackR-LS,107688,437.0,True,4.436986
primary,setting4_atacseq1000_72_286_29_1_4,atacseq,atacseq1000,small,4,2.0,with_ls,slackW-LS,7690,325.0,True,4.436986
primary,setting4_atacseq1000_72_286_29_1_4,atacseq,atacseq1000,small,4,2.0,with_ls,slackWR-LS,5595,408.0,True,4.436986
primary,setting4_atacseq1000_72_286_29_1_4,atacseq,atacseq1000,small,4,2.0,without_ls,press,7383,321.0,True,4.127206
primary,setting4_atacseq1000_72_286_29_1_4,atacseq,atacseq1000,small,4,2.0,without_ls,pressR,8728,391.0,True,4.127206
primary,setting4_atacseq1000_72_286_29_1_4,atacseq,atacseq1000,small,4,2.0,without_ls,pressW,78757,314.0,True,4.127206
primary,setting4_atacseq1000_72_286_29_1_4,atacseq,atacseq1000,small,4,2.0,without_ls,pressWR,85195,382.0,True,4.127206
primary,setting4_atacseq1000_72_286_29_1_4,atacseq,atacseq1000,small,4,2.0,without_ls,slack,107078,321.0,True,4.127206
primary,setting4_atacseq1000_72_286_29_1_4,atacseq,atacseq1000,small,4,2.0,without_ls,slackR,108878,389.0,True,4.127206
primary,setting4_atacseq1000_72_286_29_1_4,atacseq,atacseq1000,small,4,2.0,without_ls,slackW,9125,296.0,True,4.127206
primary,setting4_atacseq1000_72_286_29_1_4,atacseq,atacseq1000,small,4,2.0,without_ls,slackWR,7317,382.0,True,4.127206
primary,setting4_atacseq1000_72_429_43_1_4,atacseq,atacseq1000,small,4,3.0,baseline,baseline,199222,5.0,True,0.176633
primary,setting4_atacseq1000_72_429_43_1_4,atacseq,atacseq1000,small,4,3.0,with_ls,press-LS,0,334.0,True,4.546906
primary,setting4_atacseq1000_72_429_43_1_4,atacseq,atacseq1000,small,4,3.0,with_ls,pressR-LS,0,472.0,True,4.546906
primary,setting4_atacseq1000_72_429_43_1_4,atacseq,atacseq1000,small,4,3.0,with_ls,pressW-LS,0,349.0,True,4.546906
primary,setting4_atacseq1000_72_429_43_1_4,atacseq,atacseq1000,small,4,3.0,with_ls,pressWR-LS,177,487.0,True,4.546906
primary,setting4_atacseq1000_72_429_43_1_4,atacseq,atacseq1000,small,4,3.0,with_ls,slack-LS,0,321.0,True,4.546906
primary,setting4_atacseq1000_72_429_43_1_4,atacseq,atacseq1000,small,4,3.0,with_ls,slackR-LS,0,467.0,True,4.546906
primary,setting4_atacseq1000_72_429_43_1_4,atacseq,atacseq1000,small,4,3.0,with_ls,slackW-LS,0,337.0,True,4.546906
primary,setting4_atacseq1000_72_429_43_1_4,atacseq,atacseq1000,small,4,3.0,with_ls,slackWR-LS,0,460.0,True,4.546906
primary,setting4_atacseq1000_72_429_43_1_4,atacseq,atacseq1000,small,4,3.0,without_ls,press,0,305.0,True,4.275793
primary,setting4_atacseq1000_72_429_43_1_4,atacseq,atacseq1000,small,4,3.0,without_ls,pressR,0,443.0,True,4.275793
primary,setting4_atacseq1000_72_429_43_1_4,atacseq,atacseq1000,small,4,3.0,without_ls,pressW,50,297.0,True,4.275793
primary,setting4_atacseq1000_72_429_43_1_4,atacseq,atacseq1000,small,4,3.0,without_ls,pressWR,881,430.0,True,4.275793
primary,setting4_atacseq1000_72_429_43_1_4,atacseq,atacseq1000,small,4,3.0,without_ls,slack,0,295.0,True,4.275793
primary,setting4_atacseq1000_72_429_43_1_4,atacseq,atacseq1000,small,4,3.0,without_ls,slackR,0,443.0,True,4.275793
primary,setting4_atacseq1000_72_429_43_1_4,atacseq,atacseq1000,small,4,3.0,without_ls,slackW,100,293.0,True,4.275793
primary,setting4_atacseq1000_72_429_43_1_4,atacseq,atacseq1000,small,4,3.0,without_ls,slackWR,0,436.0,True,4.275793
primary,setting4_atacseq200_144_108_11_1_4,atacseq,atacseq200,large,4,2.0,baseline,baseline,47316,2.0,True,0.046448
primary,setting4_atacseq200_144_108_11_1_4,atacseq,atacseq200,large,4,2.0,with_ls,press-LS,6434,14.0,True,0.445378
primary,setting4_atacseq200_144_108_11_1_4,atacseq,atacseq200,large,4,2.0,with_ls,pressR-LS,9052,19.0,True,0.445378
primary,setting4_atacseq200_144_108_11_1_4,atacseq,atacseq200,large,4,2.0,with_ls,pressW-LS,6028,13.0,True,0.445378
primary,setting4_atacseq200_144_108_11_1_4,atacseq,atacseq200,large,4,2.0,with_ls,pressWR-LS,7842,19.0,True,0.445378
primary,setting4_atacseq200_144_108_11_1_4,atacseq,atacseq200,large,4,2.0,with_ls,slack-LS,3116,14.0,True,0.445378
primary,setting4_atacseq200_144_108_11_1_4,atacseq,atacseq200,large,4,2.0,with_ls,slackR-LS,5634,19.0,True,0.445378
primary,setting4_atacseq200_144_108_11_1_4,atacseq,atacseq200,large,4,2.0,with_ls,slackW-LS,13185,13.0,True,0.445378
primary,setting4_atacseq200_144_108_11_1_4,atacseq,atacseq200,large,4,2.0,with_ls,slackWR-LS,13919,19.0,True,0.445378
